  freq              ;  reS11        ; imS11         
   4.70288613674E+04; -0.635904     ; 0.237318     
   4.72484257222E+04; -0.635253     ; 0.238531     
   4.74690151604E+04; -0.634863     ; 0.239392     
   4.76906344678E+04; -0.634364     ; 0.240609     
   4.79132884527E+04; -0.634123     ; 0.241613     
   4.81369819455E+04; -0.633571     ; 0.242633     
   4.83617197996E+04; -0.633485     ; 0.243831     
   4.85875068907E+04; -0.632886     ; 0.245049     
   4.88143481173E+04; -0.632584     ; 0.245822     
   4.90422484011E+04; -0.632035     ; 0.246859     
   4.92712126863E+04; -0.631353     ; 0.248205     
   4.95012459405E+04; -0.63096      ; 0.249221     
   4.97323531545E+04; -0.630532     ; 0.25042      
   4.99645393422E+04; -0.630124     ; 0.251554     
   5.01978095410E+04; -0.629774     ; 0.252768     
   5.04321688120E+04; -0.6295       ; 0.253479     
   5.06676222396E+04; -0.629025     ; 0.254742     
   5.09041749322E+04; -0.628527     ; 0.256153     
   5.11418320219E+04; -0.628335     ; 0.257395     
   5.13805986649E+04; -0.627401     ; 0.258217     
   5.16204800412E+04; -0.627067     ; 0.259176     
   5.18614813554E+04; -0.626485     ; 0.260372     
   5.21036078361E+04; -0.626322     ; 0.261883     
   5.23468647363E+04; -0.625284     ; 0.262429     
   5.25912573337E+04; -0.625231     ; 0.26379      
   5.28367909305E+04; -0.624629     ; 0.264783     
   5.30834708537E+04; -0.623873     ; 0.266074     
   5.33313024551E+04; -0.623073     ; 0.267257     
   5.35802911117E+04; -0.622678     ; 0.268499     
   5.38304422254E+04; -0.622849     ; 0.269492     
   5.40817612234E+04; -0.622011     ; 0.270822     
   5.43342535582E+04; -0.621535     ; 0.272077     
   5.45879247078E+04; -0.620864     ; 0.273007     
   5.48427801757E+04; -0.620497     ; 0.274769     
   5.50988254911E+04; -0.620075     ; 0.275545     
   5.53560662092E+04; -0.619529     ; 0.277157     
   5.56145079109E+04; -0.618589     ; 0.278361     
   5.58741562033E+04; -0.61812      ; 0.279055     
   5.61350167196E+04; -0.617699     ; 0.280694     
   5.63970951193E+04; -0.617264     ; 0.281325     
   5.66603970884E+04; -0.616129     ; 0.283114     
   5.69249283393E+04; -0.615598     ; 0.284203     
   5.71906946113E+04; -0.615039     ; 0.285677     
   5.74577016703E+04; -0.614757     ; 0.286391     
   5.77259553092E+04; -0.614736     ; 0.287746     
   5.79954613480E+04; -0.613533     ; 0.289446     
   5.82662256336E+04; -0.613371     ; 0.290735     
   5.85382540405E+04; -0.612743     ; 0.291775     
   5.88115524706E+04; -0.612348     ; 0.292752     
   5.90861268531E+04; -0.611679     ; 0.294212     
   5.93619831452E+04; -0.610849     ; 0.295837     
   5.96391273318E+04; -0.610067     ; 0.296498     
   5.99175654256E+04; -0.609372     ; 0.298536     
   6.01973034675E+04; -0.609175     ; 0.299494     
   6.04783475267E+04; -0.608056     ; 0.300351     
   6.07607037005E+04; -0.607615     ; 0.30171      
   6.10443781148E+04; -0.606959     ; 0.303344     
   6.13293769242E+04; -0.60607      ; 0.304731     
   6.16157063117E+04; -0.605691     ; 0.3055       
   6.19033724897E+04; -0.604521     ; 0.306886     
   6.21923816990E+04; -0.604292     ; 0.308495     
   6.24827402100E+04; -0.603735     ; 0.310188     
   6.27744543222E+04; -0.602706     ; 0.311029     
   6.30675303644E+04; -0.601769     ; 0.31231      
   6.33619746952E+04; -0.601648     ; 0.313673     
   6.36577937027E+04; -0.60052      ; 0.31463      
   6.39549938048E+04; -0.599802     ; 0.316262     
   6.42535814495E+04; -0.599581     ; 0.318051     
   6.45535631149E+04; -0.598959     ; 0.319003     
   6.48549453092E+04; -0.59768      ; 0.32069      
   6.51577345711E+04; -0.597335     ; 0.321733     
   6.54619374698E+04; -0.595851     ; 0.322906     
   6.57675606052E+04; -0.595534     ; 0.324589     
   6.60746106079E+04; -0.594852     ; 0.326086     
